,Deck,Player,ID,Tournament,Date,Format,Size,Decklist,Deck Adjusted
30,Sultai Energy,ltldude123,2457065,Pioneer PTQ #12006968,11/1/2019,Pioneer,32,"4 Aether Hub
4 Attune with Aether
4 Blooming Marsh
2 Blossoming Defense
3 Botanical Sanctum
3 Fatal Push
3 Forest
4 Glint-Sleeve Siphoner
1 Hostage Taker
1 Island
4 Longtusk Cub
4 Overgrown Tomb
2 Questing Beast
4 Rogue Refiner
1 Scavenging Ooze
1 Swamp
1 The Scarab God
4 Thoughtseize
1 Tireless Tracker
4 Walking Ballista
4 Winding Constrictor
1 Yavimaya Coast

2 Abrupt Decay
1 Back to Nature
1 Disdainful Stroke
3 Leyline of the Void
2 Noxious Grasp
3 Oko, Thief of Crowns
1 The Scarab God
2 Veil of Summer",
31,UR,staja91,2457066,Pioneer PTQ #12006968,11/1/2019,Pioneer,32,"4 Bomat Courier
4 Darksteel Citadel
2 Emry, Lurker of the Loch
4 Ensoul Artifact
3 Ghostfire Blade
4 Gingerbrute
1 Hope of Ghirapur
1 Island
3 Mutavault
4 Ornithopter
3 Scrapheap Scrounger
1 Shivan Reef
3 Shrapnel Blast
3 Skilled Animator
3 Smuggler's Copter
4 Spire of Industry
4 Spirebluff Canal
3 Springleaf Drum
3 Steam Vents
3 Stubborn Denial

1 Abrade
1 Battle at the Bridge
1 Fry
1 Magma Spray
1 Metallic Rebuke
2 Pithing Needle
2 Rending Volley
1 Smash to Smithereens
1 Spell Pierce
2 Tormod's Crypt
2 Wild Slash",
32,Untitled,IdraftTheBeatz,2578904,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
3 Elvish Mystic
9 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
4 Jadelight Ranger
3 Llanowar Elves
2 Lovestruck Beast
4 Nissa, Who Shakes the World
3 Nykthos, Shrine to Nyx
4 Oko, Thief of Crowns
3 Walking Ballista
4 Wicked Wolf
3 Yavimaya Coast

2 Aether Gust
2 Aethersphere Harvester
2 Lifecrafter's Bestiary
1 Lovestruck Beast
2 Mystical Dispute
4 Negate
2 Reclamation Sage",Simic Midrange
33,Blue-White Control,Poyo_del_Mal,2578905,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"3 Absorb
3 Azorius Charm
2 Blessed Alliance
1 Castle Ardenvale
1 Castle Vantress
1 Censor
2 Detention Sphere
2 Dig Through Time
1 Dovin's Veto
1 Elspeth, Sun's Champion
2 Field of Ruin
4 Glacial Fortress
4 Hallowed Fountain
6 Island
1 Jace, Architect of Thought
1 Narset, Parter of Veils
1 Negate
4 Opt
4 Plains
1 Seal Away
1 Search for Azcanta
2 Sphinx's Revelation
4 Supreme Verdict
2 Teferi, Hero of Dominaria
3 Teferi, Time Raveler
3 Temple of Enlightenment

2 Dispel
2 Dovin's Veto
2 Lyra Dawnbringer
3 Nyx-Fleece Ram
2 Pithing Needle
3 Rest in Peace
1 Settle the Wreckage",UW Control
34,Izzet Phoenix,Mzfroste,2578900,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Arclight Phoenix
2 Brazen Borrower
4 Chart a Course
1 Crackling Drake
3 Island
4 Izzet Charm
4 Lightning Axe
3 Mountain
4 Opt
1 Quicken
3 Shivan Reef
4 Spirebluff Canal
4 Steam Vents
4 Strategic Planning
3 Sulfur Falls
4 Treasure Cruise
4 Wild Slash
4 Young Pyromancer

2 Fry
2 Magma Spray
2 Mizzium Mortars
3 Mystical Dispute
1 Narset, Parter of Veils
3 Negate
2 Saheeli, Sublime Artificer",
35,Mono-Black Aggro,bolov0,2578906,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Bloodsoaked Champion
4 Castle Locthwain
4 Fatal Push
3 Grasp of Darkness
4 Gutterbones
4 Knight of the Ebon Legion
4 Murderous Rider
4 Mutavault
3 Rankle, Master of Pranks
4 Scrapheap Scrounger
2 Spawn of Mayhem
15 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

4 Duress
3 Kalitas, Traitor of Ghet
4 Lifebane Zombie
4 Noxious Grasp",Bx Aggro
36,Untitled,Cav0,2578901,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Blooming Marsh
4 Botanical Sanctum
2 Breeding Pool
2 Castle Locthwain
4 Cauldron Familiar
4 Fatal Push
1 Forest
4 Gilded Goose
3 Massacre Girl
3 Murderous Rider
4 Oko, Thief of Crowns
4 Overgrown Tomb
1 Swamp
3 Sylvan Caryatid
4 Trail of Crumbs
3 Vraska, Golgari Queen
4 Watery Grave
4 Witch's Oven
2 Yavimaya Coast

2 Abrupt Decay
4 Negate
2 Questing Beast
3 Thoughtseize
2 Unmoored Ego
2 Wicked Wolf",Sultai Midrange
37,Untitled,Rvng,2578902,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
1 Castle Garenbrig
3 Elvish Mystic
16 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
4 Jadelight Ranger
3 Llanowar Elves
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
4 Oko, Thief of Crowns
2 Scavenging Ooze
3 Walking Ballista
4 Wicked Wolf
2 Yavimaya Coast

2 Aether Gust
2 Aethersphere Harvester
2 Lifecrafter's Bestiary
3 Lovestruck Beast
1 Mystical Dispute
3 Negate
2 Reclamation Sage",Simic Midrange
38,Azorius Tempo,Koala40,2578921,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"3 Archangel Avacyn
4 Brazen Borrower
2 Castle Ardenvale
2 Charming Prince
3 Gideon, Ally of Zendikar
4 Glacial Fortress
4 Hallowed Fountain
2 Irrigated Farmland
4 Island
7 Plains
2 Port Town
4 Reflector Mage
4 Selfless Spirit
1 Spell Pierce
4 Spell Queller
4 Teferi, Time Raveler
4 Thraben Inspector
2 Walking Ballista

1 Aether Gust
2 Blessed Alliance
2 Deputy of Detention
2 Disdainful Stroke
2 Dovin's Veto
1 Lyra Dawnbringer
2 Mystical Dispute
1 Rest in Peace
2 Supreme Verdict",
39,Blue-White Control,Aira-,2578903,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Absorb
4 Azorius Charm
1 Blessed Alliance
2 Cast Out
2 Castle Ardenvale
2 Castle Vantress
3 Censor
1 Commit/Memory
2 Dig Through Time
1 Elspeth, Sun's Champion
2 Fabled Passage
1 Field of Ruin
1 Geier Reach Sanitarium
4 Glacial Fortress
4 Hallowed Fountain
1 Irrigated Farmland
5 Island
1 Jace, Architect of Thought
2 Narset, Parter of Veils
4 Opt
3 Plains
4 Supreme Verdict
3 Teferi, Hero of Dominaria
3 Teferi, Time Raveler

3 Aether Gust
2 Commence the Endgame
4 Dovin's Veto
1 Mystical Dispute
1 Narset, Parter of Veils
1 Pithing Needle
2 Rest in Peace
1 Sorcerous Spyglass",UW Control
40,Blue-White Control,Amnesa,2578911,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Absorb
3 Azorius Charm
1 Castle Ardenvale
4 Censor
1 Commit/Memory
1 Detention Sphere
2 Dig Through Time
1 Dovin's Veto
4 Fabled Passage
2 Field of Ruin
4 Glacial Fortress
4 Hallowed Fountain
4 Hieroglyphic Illumination
3 Irrigated Farmland
4 Island
3 Mystic Sanctuary
1 Narset, Parter of Veils
1 Opt
2 Plains
1 Search for Azcanta
4 Supreme Verdict
3 Teferi, Hero of Dominaria
3 Teferi, Time Raveler

4 Aether Gust
1 Detention Sphere
1 Devout Decree
2 Dovin's Veto
1 Grafdigger's Cage
1 Lyra Dawnbringer
1 Monastery Mentor
2 Mystical Dispute
1 Pithing Needle
1 Torrential Gearhulk",UW Control
41,Blue-White Control,Cherryxman,2578919,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Absorb
4 Azorius Charm
2 Blessed Alliance
3 Cast Out
2 Castle Ardenvale
2 Castle Vantress
2 Dig Through Time
1 Elspeth, Sun's Champion
1 Field of Ruin
1 Geier Reach Sanitarium
4 Glacial Fortress
4 Hallowed Fountain
6 Island
1 Jace, Architect of Thought
2 Narset, Parter of Veils
4 Opt
5 Plains
4 Supreme Verdict
2 Syncopate
3 Teferi, Hero of Dominaria
3 Teferi, Time Raveler

3 Aether Gust
1 Brazen Borrower
3 Dovin's Veto
2 Lyra Dawnbringer
2 Mystical Dispute
1 Narset, Parter of Veils
1 Pithing Needle
2 Rest in Peace",UW Control
42,Blue-White Control,Logarythme,2578916,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Azorius Charm
2 Castle Ardenvale
2 Castle Vantress
4 Censor
1 Commit/Memory
1 Disallow
2 Dissolve
1 Dovin's Veto
1 Elspeth, Sun's Champion
4 Field of Ruin
4 Glacial Fortress
3 Glimmer of Genius
4 Hallowed Fountain
1 Hour of Revelation
6 Island
1 Mutavault
2 Narset, Parter of Veils
3 Plains
2 Quicken
3 Sphinx's Revelation
4 Supreme Verdict
3 Teferi, Hero of Dominaria
2 Teferi, Time Raveler

4 Aether Gust
3 Dovin's Veto
1 Gideon, Ally of Zendikar
2 Negate
3 Nyx-Fleece Ram
2 Rest in Peace",UW Control
43,Grixis Control,Bamforan,2578910,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Blood Crypt
2 Champion of Wits
1 Chandra, Flamecaller
1 Collective Brutality
1 Disdainful Stroke
2 Dragonskull Summit
2 Dreadbore
1 Drown in the Loch
4 Drowned Catacomb
3 Fabled Passage
2 Fatal Push
2 Island
1 Izzet Charm
2 Jace, Vryn's Prodigy
2 Kalitas, Traitor of Ghet
2 Kolaghan's Command
2 Liliana, the Last Hope
1 Mountain
2 Murderous Rider
3 Nicol Bolas, the Ravager
4 Opt
2 Steam Vents
2 Swamp
2 The Scarab God
3 Thoughtseize
2 Treasure Cruise
1 Tyrant's Scorn
4 Watery Grave

2 Ashiok, Dream Render
2 Goblin Rabblemaster
2 Magma Spray
2 Negate
2 Noxious Grasp
2 Ritual of Soot
2 Unmoored Ego
1 Vraska's Contempt",UBx Control
44,Hardened Scales,Lrish,2578917,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"2 Avatar of the Resolute
4 Blooming Marsh
4 Experiment One
6 Forest
4 Hardened Scales
2 Hashep Oasis
4 Llanowar Wastes
1 Mistcutter Hydra
2 Mutavault
4 Nissa, Voice of Zendikar
4 Overgrown Tomb
4 Pelt Collector
1 Scavenging Ooze
3 Servant of the Scale
4 Stonecoil Serpent
3 Voracious Hydra
4 Walking Ballista
4 Winding Constrictor

2 Abrupt Decay
3 Golgari Charm
2 Hangarback Walker
1 Mistcutter Hydra
1 Pithing Needle
2 Questing Beast
1 Scavenging Ooze
3 Thoughtseize",
45,Mono-Black Aggro,RRozanski,2578907,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Bloodsoaked Champion
4 Castle Locthwain
4 Dread Wanderer
4 Fatal Push
2 Grasp of Darkness
4 Knight of the Ebon Legion
4 Murderous Rider
4 Mutavault
3 Rankle, Master of Pranks
4 Scrapheap Scrounger
3 Spawn of Mayhem
15 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

2 Davriel, Rogue Shadowmage
4 Duress
3 Kalitas, Traitor of Ghet
2 Lifebane Zombie
4 Noxious Grasp",Bx Aggro
46,Mono-Black Vampires,Thunderr22,2578913,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Castle Locthwain
4 Champion of Dusk
2 Drana, Liberator of Malakir
3 Dusk Legion Zealot
4 Fatal Push
4 Gifted Aetherborn
1 Grasp of Darkness
2 Gray Merchant of Asphodel
2 Kalitas, Traitor of Ghet
4 Knight of the Ebon Legion
1 Murderous Rider
4 Mutavault
1 Nykthos, Shrine to Nyx
4 Sorin, Imperious Bloodlord
15 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

2 Blightbeetle
2 Cry of the Carnarium
2 Davriel, Rogue Shadowmage
2 Duress
1 Grasp of Darkness
1 Liliana's Defeat
1 Liliana, Dreadhorde General
2 Lost Legacy
2 Noxious Grasp",Bx Aggro
47,Untitled,Condescend,2578909,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
1 Castle Garenbrig
3 Elvish Mystic
7 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
4 Jadelight Ranger
3 Llanowar Elves
4 Nissa, Who Shakes the World
3 Nykthos, Shrine to Nyx
4 Oko, Thief of Crowns
2 Scavenging Ooze
3 Walking Ballista
4 Wicked Wolf
4 Yavimaya Coast

2 Aether Gust
2 Aethersphere Harvester
2 Lifecrafter's Bestiary
3 Lovestruck Beast
4 Negate
2 Reclamation Sage",Simic Midrange
48,Untitled,Lein_,2578908,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Blooming Marsh
4 Botanical Sanctum
4 Breeding Pool
2 Castle Locthwain
4 Cauldron Familiar
4 Fatal Push
1 Forest
4 Gilded Goose
1 Liliana, Dreadhorde General
2 Massacre Girl
3 Murderous Rider
4 Oko, Thief of Crowns
4 Overgrown Tomb
1 Swamp
3 Sylvan Caryatid
4 Trail of Crumbs
3 Vraska, Golgari Queen
4 Watery Grave
4 Witch's Oven

2 Lovestruck Beast
2 Negate
2 Noxious Grasp
4 Thoughtseize
3 Thrashing Brontodon
2 Unmoored Ego",Sultai Midrange
49,Untitled,OompaLoompa,2578915,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
1 Castle Garenbrig
3 Elvish Mystic
8 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
4 Jadelight Ranger
3 Llanowar Elves
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
4 Oko, Thief of Crowns
2 Scavenging Ooze
3 Walking Ballista
4 Wicked Wolf
2 Yavimaya Coast

2 Aether Gust
2 Aethersphere Harvester
2 Lifecrafter's Bestiary
3 Lovestruck Beast
4 Negate
2 Reclamation Sage",Simic Midrange
50,Untitled,SoulStrong,2578920,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
1 Castle Garenbrig
3 Elvish Mystic
9 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
4 Jadelight Ranger
3 Llanowar Elves
4 Nissa, Who Shakes the World
3 Nykthos, Shrine to Nyx
4 Oko, Thief of Crowns
1 Questing Beast
2 Scavenging Ooze
3 Walking Ballista
3 Wicked Wolf
2 Yavimaya Coast

2 Aether Gust
2 Aethersphere Harvester
2 Lifecrafter's Bestiary
1 Lovestruck Beast
1 Mystical Dispute
3 Negate
1 Questing Beast
2 Reclamation Sage
1 Wicked Wolf",Simic Midrange
51,Untitled,_Phoenix_,2578918,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
1 Castle Garenbrig
3 Elvish Mystic
9 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
4 Jadelight Ranger
3 Llanowar Elves
4 Nissa, Who Shakes the World
3 Nykthos, Shrine to Nyx
4 Oko, Thief of Crowns
2 Scavenging Ooze
3 Walking Ballista
4 Wicked Wolf
2 Yavimaya Coast

2 Aether Gust
2 Aethersphere Harvester
2 Lifecrafter's Bestiary
3 Lovestruck Beast
4 Negate
2 Reclamation Sage",Simic Midrange
52,WB,Creestab,2578914,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"3 Aether Hub
2 Anguished Unmaking
1 Blast Zone
4 Caves of Koilos
3 Collective Brutality
3 Concealed Courtyard
2 Despise
2 Fatal Push
2 Field of Ruin
3 Gideon Blackblade
4 Glint-Sleeve Siphoner
2 Godless Shrine
2 Gurmag Angler
2 Heart of Kiran
2 Ifnir Deadlands
1 Kalitas, Traitor of Ghet
2 Legion's End
1 Murderous Rider
1 Noxious Grasp
1 Oath of Kaya
1 Plains
3 Reality Smasher
2 Shambling Vent
3 Swamp
4 Thought-Knot Seer
4 Thoughtseize

3 Authority of the Consuls
2 Duress
1 Erebos's Titan
2 Fatal Push
2 Noxious Grasp
2 Pithing Needle
2 Rest in Peace
1 Ritual of Soot",
53,Winding Scales,exoticherman,2578912,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"2 Abrupt Decay
4 Blooming Marsh
4 Elvish Mystic
2 Fatal Push
7 Forest
4 Hardened Scales
4 Llanowar Elves
4 Llanowar Wastes
4 Nissa, Voice of Zendikar
4 Overgrown Tomb
1 Rishkar, Peema Renegade
2 Scavenging Ooze
1 Swamp
4 Vivien, Arkbow Ranger
4 Voracious Hydra
4 Walking Ballista
4 Winding Constrictor
1 Woodland Cemetery

2 Fatal Push
2 Golgari Charm
2 Noxious Grasp
1 Questing Beast
2 Reclamation Sage
2 Scavenging Ooze
4 Thoughtseize",Hardened Scales
54,Blue-White Control,llawtonss,2578928,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Absorb
4 Azorius Charm
2 Blessed Alliance
2 Cast Out
2 Castle Ardenvale
2 Castle Vantress
1 Detention Sphere
3 Dig Through Time
2 Dovin's Veto
1 Field of Ruin
1 Geier Reach Sanitarium
4 Glacial Fortress
4 Hallowed Fountain
1 Irrigated Farmland
6 Island
1 Jace, Architect of Thought
2 Narset, Parter of Veils
4 Opt
4 Plains
4 Supreme Verdict
3 Teferi, Hero of Dominaria
3 Teferi, Time Raveler

4 Aether Gust
1 Detention Sphere
2 Dovin's Veto
1 Elspeth, Sun's Champion
2 Lyra Dawnbringer
2 Mystical Dispute
1 Pithing Needle
2 Rest in Peace",UW Control
55,Esper Rally,olea,2578923,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"2 Brain Maggot
4 Cartel Aristocrat
2 Concealed Courtyard
2 Corpse Knight
4 Cruel Celebrant
4 Drowned Catacomb
4 Glacial Fortress
4 Godless Shrine
4 Hallowed Fountain
4 Jace, Vryn's Prodigy
2 Mana Confluence
4 Merfolk Secretkeeper
4 Minister of Inquiries
4 Rally the Ancestors
4 Return to the Ranks
4 Stitcher's Supplier
4 Watery Grave

1 Arashin Cleric
2 Brain Maggot
2 Fatal Push
2 Felidar Cub
1 Fragmentize
2 Mystical Dispute
2 Noxious Grasp
2 Stain the Mind
1 Thoughtseize",
56,Mono-Black Vampires,Wyern,2578924,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Castle Locthwain
4 Champion of Dusk
2 Drana, Liberator of Malakir
3 Dusk Legion Zealot
4 Fatal Push
4 Gifted Aetherborn
1 Grasp of Darkness
2 Gray Merchant of Asphodel
2 Kalitas, Traitor of Ghet
4 Knight of the Ebon Legion
1 Murderous Rider
4 Mutavault
1 Nykthos, Shrine to Nyx
4 Sorin, Imperious Bloodlord
15 Swamp
4 Thoughtseize
1 Urborg, Tomb of Yawgmoth

2 Blightbeetle
2 Cry of the Carnarium
2 Davriel, Rogue Shadowmage
2 Duress
1 Grasp of Darkness
1 Liliana's Defeat
1 Liliana, Dreadhorde General
2 Lost Legacy
2 Noxious Grasp",Bx Aggro
57,Mono-Green Devotion,Ajani89,2578922,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"1 Bow of Nylea
4 Burning-Tree Emissary
1 Castle Garenbrig
2 Courser of Kruphix
4 Elvish Mystic
15 Forest
4 Hardened Scales
4 Jadelight Ranger
1 Karn's Bastion
4 Llanowar Elves
2 Nissa, Voice of Zendikar
2 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
1 The Great Henge
3 Vivien, Arkbow Ranger
4 Voracious Hydra
4 Walking Ballista

1 Evolutionary Leap
2 Genesis Hydra
3 Nylea's Disciple
2 Questing Beast
2 Reclamation Sage
1 Scavenging Ooze
3 Shapers' Sanctuary
1 Ulamog, the Ceaseless Hunger",Gx Ramp
58,Mono-Green Stompy,iceiceice,2578930,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Aspect of Hydra
4 Castle Garenbrig
4 Elvish Mystic
17 Forest
4 Ghalta, Primal Hunger
4 Llanowar Elves
4 Lovestruck Beast
2 Rhonas the Indomitable
2 Ripjaw Raptor
4 Steel Leaf Champion
3 Surrak, the Hunt Caller
2 Syr Faren, the Hengehammer
4 The Great Henge
2 Yorvo, Lord of Garenbrig

2 Duskwatch Recruiter
4 Feed the Clan
4 Reclamation Sage
3 Shapers' Sanctuary
2 Shifting Ceratops",Gx Stompy
59,Ramp,LORiWWA,2578929,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Arboreal Grazer
1 Arch of Orazca
2 Beanstalk Giant
4 Castle Garenbrig
1 Elvish Mystic
4 Elvish Rejuvenator
8 Forest
4 Hashep Oasis
1 Hedron Archive
4 Hour of Promise
1 Llanowar Elves
4 Nissa's Pilgrimage
4 Radiant Fountain
2 Sanctum of Ugin
4 Shrine of the Forsaken Gods
1 Thought-Knot Seer
4 Ugin, the Spirit Dragon
2 Ulamog, the Ceaseless Hunger
1 Walking Ballista
4 World Breaker

3 Courser of Kruphix
2 Damping Sphere
3 Sorcerous Spyglass
3 Thought-Knot Seer
4 Unravel the Aether",Gx Eldrazi Ramp
60,Untitled,Brony77,2578925,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Bonecrusher Giant
4 Botanical Sanctum
4 Breeding Pool
3 Chandra, Torch of Defiance
2 Elvish Mystic
2 Forest
4 Gilded Goose
4 Glorybringer
1 Hazoret the Fervent
3 Heart of Kiran
2 Kiora, Behemoth Beckoner
2 Llanowar Elves
3 Oko, Thief of Crowns
2 Questing Beast
4 Rootbound Crag
4 Steam Vents
4 Stomping Ground
2 Stubborn Denial
1 Sweltering Suns
2 The Royal Scions
3 Wicked Wolf

1 Abrade
1 Ashiok, Dream Render
3 Disdainful Stroke
1 Lava Coil
2 Reclamation Sage
2 Roast
2 Scavenging Ooze
1 Tireless Tracker
1 Unravel the Aether
1 Wicked Wolf",Temur Midrange
61,Untitled,Rooney56,2578931,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
3 Elvish Mystic
8 Forest
4 Gilded Goose
1 Hashep Oasis
4 Heart of Kiran
1 Hinterland Harbor
3 Llanowar Elves
4 Lovestruck Beast
4 Oko, Thief of Crowns
2 Questing Beast
2 Rhonas the Indomitable
4 Steel Leaf Champion
4 Stubborn Denial
4 Wicked Wolf
4 Yavimaya Coast

3 Disdainful Stroke
3 Entrancing Melody
2 Mystical Dispute
1 Questing Beast
2 Reclamation Sage
3 Scavenging Ooze",Simic Midrange
62,Untitled,_IlNano_,2578927,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
1 Castle Garenbrig
3 Elvish Mystic
8 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
4 Jadelight Ranger
3 Llanowar Elves
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
4 Oko, Thief of Crowns
2 Scavenging Ooze
3 Walking Ballista
4 Wicked Wolf
2 Yavimaya Coast

2 Aether Gust
2 Aethersphere Harvester
2 Lifecrafter's Bestiary
3 Lovestruck Beast
4 Negate
2 Reclamation Sage",Simic Midrange
63,Untitled,ripcalibretto13,2578926,Pioneer Challenge #12043463,12/15/2019,Pioneer,32,"4 Bonecrusher Giant
4 Botanical Sanctum
4 Breeding Pool
2 Elvish Mystic
2 Forest
4 Gilded Goose
4 Glorybringer
4 Goblin Rabblemaster
2 Heart of Kiran
4 Legion Warboss
2 Llanowar Elves
3 Lovestruck Beast
4 Oko, Thief of Crowns
3 Questing Beast
4 Rootbound Crag
4 Steam Vents
4 Stomping Ground
2 The Royal Scions

3 Aether Gust
2 Chandra, Torch of Defiance
2 Disdainful Stroke
3 Scavenging Ooze
3 Stubborn Denial
2 Wicked Wolf",Temur Midrange
64,Blue-White Control,Amnesa,2565273,Pioneer Challenge #12038799,12/8/2019,Pioneer,32,"4 Absorb
3 Azorius Charm
1 Blessed Alliance
2 Castle Ardenvale
4 Censor
1 Commit/Memory
1 Detention Sphere
2 Dig Through Time
1 Dovin's Veto
2 Field of Ruin
4 Glacial Fortress
4 Hallowed Fountain
4 Hieroglyphic Illumination
4 Irrigated Farmland
6 Island
3 Mystic Sanctuary
2 Narset, Parter of Veils
1 Plains
1 Search for Azcanta
4 Supreme Verdict
3 Teferi, Hero of Dominaria
3 Teferi, Time Raveler

4 Aether Gust
3 Dovin's Veto
1 Lyra Dawnbringer
2 Monastery Mentor
2 Mystical Dispute
1 Pithing Needle
2 Rest in Peace",UW Control
65,Green-Blue Stompy,Rooney56,2565277,Pioneer Challenge #12038799,12/8/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
1 Castle Garenbrig
3 Elvish Mystic
8 Forest
4 Gilded Goose
1 Hashep Oasis
4 Heart of Kiran
3 Llanowar Elves
4 Lovestruck Beast
4 Oko, Thief of Crowns
2 Questing Beast
2 Rhonas the Indomitable
4 Steel Leaf Champion
4 Stubborn Denial
4 Wicked Wolf
4 Yavimaya Coast

3 Disdainful Stroke
3 Entrancing Melody
2 Mystical Dispute
3 Reclamation Sage
3 Scavenging Ooze
1 Spell Pierce",Gx Stompy
66,Simic Ramp,bnjy99,2565279,Pioneer Challenge #12038799,12/8/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
1 Castle Garenbrig
3 Elvish Mystic
8 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
4 Jadelight Ranger
3 Llanowar Elves
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
4 Oko, Thief of Crowns
2 Scavenging Ooze
3 Walking Ballista
4 Wicked Wolf
2 Yavimaya Coast

2 Aether Gust
2 Aethersphere Harvester
2 Lifecrafter's Bestiary
3 Lovestruck Beast
4 Negate
2 Reclamation Sage",Simic Midrange
67,Simic Ramp,djbmppwns,2565275,Pioneer Challenge #12038799,12/8/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
1 Castle Garenbrig
3 Elvish Mystic
8 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
4 Jadelight Ranger
3 Llanowar Elves
4 Nissa, Who Shakes the World
4 Nykthos, Shrine to Nyx
4 Oko, Thief of Crowns
2 Scavenging Ooze
3 Walking Ballista
4 Wicked Wolf
2 Yavimaya Coast

2 Aether Gust
2 Aethersphere Harvester
2 Lifecrafter's Bestiary
3 Lovestruck Beast
4 Negate
2 Reclamation Sage",Simic Midrange
68,Simic Ramp,ovmlcabrera,2565278,Pioneer Challenge #12038799,12/8/2019,Pioneer,32,"4 Botanical Sanctum
4 Breeding Pool
1 Castle Garenbrig
3 Elvish Mystic
9 Forest
4 Gilded Goose
2 Heart of Kiran
4 Hydroid Krasis
4 Jadelight Ranger
3 Llanowar Elves
4 Nissa, Who Shakes the World
3 Nykthos, Shrine to Nyx
4 Oko, Thief of Crowns
2 Scavenging Ooze
3 Walking Ballista
4 Wicked Wolf
2 Yavimaya Coast

1 Aether Gust
2 Aethersphere Harvester
2 Disdainful Stroke
2 Entrancing Melody
2 Lifecrafter's Bestiary
4 Negate
2 Reclamation Sage",Simic Midrange
